name,cleaned_text,primary_genre,gross_revenue_est_usd,recommendations,is_success
Jet & Sky,shoot em up cooperativo para dos jugadorespersigue criminales y atrapa malechores en motos de aguaagarra un compañero y decidan quién es quiénmaneja y esquiva obstáculos y ataquesapunta y dispara a enemigoso juega solo en el modo para un jugadortrabajen juntos y combinen sus habilidades para detener el crimen y mantener la ciudad a salvocada una de las 12 misiones incluye    entorno único    enemigos únicos    2 minijefes y un jefe final    cinematica al puro estilo de los 80s    armas épicas    diálogos increíblemente divertidosjet y sky son dos viejos amigos de secundaria que pasan sus días protegiendo la ciudad del crimen y los malhechores que amenazan con perturbar la paz para esto están equipados con sarah3000 la última tecnología en inteligencia artificial para motos de aguadespués de un encuentro con su viejo némesis el profesor greed jet y sky descubren algo horrible el dr jenkins un científico loco que odia a todos porque porque es malvado está construyendo un ejército de animales cyborg y planea invadir la ciudadjet y sky son los únicos que lo pueden detener pero no esperaban que tuviera una trampa para enviarlos a otro planetapodrán volver a la tierra antes de que sea demasiado tarde agarra a un compañero y trabajen juntos para derrotar el crimen en motos de agua jet y sky son dos viejos amigos de secundaria que pasan sus días manteniendo la ciudad a salvo de los criminales con la ayuda de sarah3000 lo último en inteligencia artificial para motos de agua,Acción,0.0,0,0
Zeno Clash 2,wishlist clash artifacts of chaosedición especialthe zeno clash 2 special edition and special edition upgrade include the following additional contentzeno clash 2 original soundtrack45 tracks that includes all the music of the game rearranged and remastered the art of zenozoik digital artbook65 pages with concepts illustrations and background information about the development of the zeno clash gamesacerca del juegoghats story is far from over zeno clash 2 picks up where the deliciously brazen first game left off  after 4 years of waiting the sequel to the surreal firstperson brawler brings more variety in combat and levels and even more bizarre storytelling into the beguiling world of zenozoik  join forces with your former foe rimat and battle against scores of angry denizens preventing their dastardly machinations from being realized zeno clash 2 welcomes new players to the zeno clash universe with a new game that will bring them into the universe and fill them in on the backstory returning players will delight in the connections between the new settings and the first adventure all players will thoroughly enjoy playing a firstperson brawler that provides a rarity in modern gaming a truly unique experiencezeno clash 2 has beefed up its combat engine with precision punch targeting blocking and highimpact hits that only make the bonecrunching facerattling fistcuffs more satisfying the new quotlockonquot function gives players a wider range of control for dishing out the damage new rpg mechanics will allow ghat and rimat to punch harder defend better and recruit more powerful allies to aid in their quest zeno clash 2 now harnesses the full power of the unreal iii engine to bring the bizarre and beautiful world of zenozoik to life ace teams boundless imagination brings gamers into a universe of surreal foes fantastic locations and truly unique visuals that is unlike anything else you will ever play with the newly added dropindropout coop play zeno clash 2 invites you and a friend to dive once more into the fray ghats story is far from over zeno clash 2 picks up where the deliciously brazen first game left off after 4 years of waiting the sequel to the surreal firstperson brawler brings more variety in combat and levels and even more bizarre storytelling into the beguiling world of zenozoik,Acción,191146.4,709,1
Zeno Clash,wishlist clash artifacts of chaosacerca del juegozeno clash es un juego de accióncombate ambientado en un mundo imaginario se juega desde la perspectiva de una primera persona los combates se hacen de cerca y son brutales                     vive una historia emocionante ambientada en un mundo imaginario juega el papel de ghat un hombre desterrado por sus propios hermanos y forzado a vagar en la desesperación hasta el desierto prohibido y hasta el confín del mundo                     premiado como excellence in visual art durante el independent games festival con efectos visuales que usan las características de la source engine estos elementos llevan novedad al género del juego las dinámicas de combate también se distinguen del género tradicional en primera persona por lo tanto este juego será novedoso tanto para los jugadores expertos como para los novatos                    peleas emocionantes en primera persona                    el nuevo sistema de combate en primera persona permite a los jugadores hacer una cantidad de movimientos como desviar o eludir dar puñetazos o atacar agarrando aprende nuevas tácticas de combate según vayas progresando por el juego y enfréntate a enemigos formidables                     efectos visuales fantásticos basados en la source engine                     los jugadores estarán sumergidos en un mundo fantástico hermoso e inquietante a la vez el estilo artístico sin parangón da un enfoque más novedoso al género de juego en primera persona los ambientes surrealistas y los personajes harán que los jugadores quieran descubrir más                    retos en modo survival                    salta en medio de la acción en las quottower challengesquot el jugador tiene que superar hordas de enemigos para progredir hasta los tower levels el juego evaluará al jugador según distintos criterios como velocidad y rendimiento un sistema te evaluará en comparación con tus amigos por lo tanto el reto no se acaba nunca                    historia emocionante                    los jugadores harán el papel de ghat el hijo de una imponente criatura hermafrodita llamada padremadre cuyos hijos forman el clan más potente en la ciudad de halstedom ghat tiene que huir de su familia y empezar un increíble viaje con su compañera deadra que lo ayudará en las peligrosas tierras de zenozoik                    armas extrañas                     el jugo contiene un insólito arsenal de armas raras que se han construido con chatarra y basura martillos y palos serán las armas más eficaces cuando se combate con personajes grandes que pueden ser  abatidos solo con la fuerza extrema                     zeno clash es un juego de accióncombate ambientado en un mundo imaginario se juega desde la perspectiva de una primera persona los combates se hacen de cerca y son brutales vive una historia emocionante ambientada en un mundo imaginario,Acción,352629.6,2094,1
Rock of Ages,rock of ages 2 bigger amp boulder available nowwant more rock of ages check out the sequel rock of ages 2 bigger amp boulder out nowacerca del juegouna robusta combinación de acción rocanroleante con una profunda estrategia unidas a una música y arte cautivadores de distintas épocas de la historia un juego de aplastar o ser aplastado hay dos castillos opuestos uno es el tuyo el otro el de tus enemigos son unos estúpidos y su castillo apesta así que vas a intentar destrozarlo usando un enorme pedrusco mientras construyen sus defensas estás preparado para arrollarlas con el objetivo de arrasar esa repugnante torre pero cuidado también hay un gigantesco pedrusco que se dirige hacia ti características principales producido por las mentes enfermas y creativas de ace team creadores de zeno clash toma el control de un pedrusco gigante y aplasta a tus enemigos usa una increíble variedad de unidades para defender tu torre y golpear a tu enemigo fuera de su rumbo lucha tanto online como en multijugador offline 3 modos diferentes war time trial y skeeboulder 5 ricas épocas de la historia artística y musical que crean una atmósfera de juego sin parangón  atlus y ace team te regalan una piedra con forma de calabaza por halloween junto a un descuento del 25 en el juego esta oferta es más dulce que un saco de golosinas,Acción,594306.7999999999,3209,1
Last Eclipse,guardians and gods fight for earths balancethe earth for thousands of years has been controlled by four gods in charge of the seasons and four guardians who guard the delicate balance of the earthhumans with their pollution are about to end the balance of the earth global warming is the trigger for the great sacred war to begincurrently the game includes 8 playable characters 8 stages story mode for all 8 characters  dialogues between fights killer insting style combo system 8 original music themes vs ai mode training mode  arcade stick arcade support a controller is required for local multiplayer guardians and gods fight for earths balance,Acción,0.0,0,0
Sinner's Tavern,actualmente en desarrollo óscar y su abuelo gregorio son arrastrados al infierno gracias a que bajo ciertas circunstancias el abuelo logró engañar al mismísimo satanás juntos emprenderán un viaje para llevar a óscar fuera del infiernouna taberna un ajuste de cuentas y nuevas amistades acompaña a óscar y su abuelo en su desventura por los 9 círculos del infierno explora los infiernos dantescos lucha contra distintos tipos de demonios y anuncia a los pecadores del infierno que la taberna ya está abierta golpea esquiva y salta en un rápido gameplay en contra de los demonios del infierno satanás es el encargado de sinners tavern un lugar de reunión y descanso habla e interactúa con él y con todos los pecadores perdidos  que encuentres en tu travesía por el infierno  sinners tavern es un metroidvania enfocado en el combate e interacciones con peculiares personajes inspirado en el infierno de la divina comedia ayuda a óscar y a su abuelo a escapar mientras anuncian que la taberna de satanás ya está abierta,Acción,0.0,0,0
SPELLRAIN,sobrevive a hordas de enemigos en este juego roguelite de acción gestionando hechizos y encontrando lo que funciona mejor para ti en diferentes situaciones derrota a los monstruos recoge sus materiales y regresa a tu campamento para fabricar equipamiento y desbloquear nuevos hechizos para que las siguientes exploraciones sean más fácilesnivelesderrota a los enemigos en diferentes entornos y sobrevive el tiempo suficiente para enfrentarte al jefe final del nivel recolecta los materiales que arrojan los enemigos derrotados para crear nuevo equipamiento y desbloquear hechizosla tiendadespués de cada oleada puedes acceder a la tienda donde puedes comprar nuevos hechizos mejorar tu equipo y mejorar hechizos que ya tienes elegir qué comprar cada descanso es clave para prepararse para las oleadasel campamentoel campamento es tu base de operaciones aquí puedes crear nuevos equipamientos y desbloquear nuevos hechizos para ayudarte en futuras exploracionesdiferentes estilos de juegocrear y equipar armaduras no solo cambia tu apariencia sino que también activa habilidades que cambian tu estilo de juego recolecta materiales en cada exploración para fabricar tu equipamiento favorito y arma tu propia forma de jugar sobrevive al desastre de la lluvia de hechizos que ha convertido el mundo en una tierra mágica llena de tiernos monstruos compra hechizos fabrica armaduras y mejora tu base para restaurar la paz en spellrain,Acción,0.0,0,0
Mutter,conoce a maddox holloway un niño de 9 años en la inglaterra rural de 1940 con su padre en el frente de la segunda guerra mundial una oscura aflicción va consumiendo poco a poco a su madre retorciéndola hasta convertirla en algo monstruoso mutter sigue la desgarradora lucha de maddox mientras afronta el miedo el sufrimiento y un agobiante sentido de responsabilidad enfrentándose a la criatura en la que su madre se está convirtiendo sin dejar de aferrarse a quien ella fue alguna vezexplora un mundo inquietante construido con una estética inspirada en el stopmotion resuelve puzles recorre el campo y descubre el trágico misterio que se esconde tras la maldición de tu familia más que una lucha por la supervivencia esta es una historia desgarradora sobre los frágiles lazos familiares y los silenciosos horrores de la guerraaventura exploración y puzlesresuelve puzles ambientales interactúa con el entorno mediante mecánicas de plataformas y explora el campo interconectado usando tu bicicleta para llegar a nuevas ubicaciones durante tus misionesrecursos y craftingcuida tu huerto recolecta verduras y hierbas y elabora los objetos esenciales necesarios para soportar la aventura y avanzar en la historia encuentra y fabrica recetas específicas para preparar pociones sopas curativas y platos de comida que mantendrán con vida a tu madre y a ti mismoun inquietante mundo stopmotion de maravillas y pesadillasviaja por un mundo artesanal de estilo stopmotion donde cada escena táctil y perturbadora refleja una historia emocionalmente intensa sobre el duelo infantil el trauma y los lazos familiares rotos el tipo de terror que exploramos se inclina más hacia la tensión psicológica y el impacto emocional memorable que hacia el terror tradicionaluna banda sonora original y sobrecogedorauna partitura completamente original y evocadora que profundiza la inmersión y la emoción a lo largo de tu viaje hasta el amargo final en medio de la guerra un horror mucho más personal echa raíces en casa tu madre se está convirtiendo en un monstruo sobrevive descubre la verdad y enfrenta un vínculo desgarrador en esta aventura narrativa de terror con una estética única de stopmotion,Acción,0.0,0,0
ZOMBI ROCKSTAR,zombi rockstar es un videojuego hack and slash 2d plataformero que hará un riff infernal desatando la epidemia del old school  rock  zombis a través de una historia trepidante y frenética ayuda a punkrocker a enviar riffs letales a los zombies la vibración y el poder de la música punk los volverá locos y acabará con ellos el entorno será una de tus mejores armas destruye vehículos barricadas lápidas funerarias y un sinfín de elementos del entorno los cuales dañarán a las hordas de zombis que intentan detenerte usarás movimientos únicos en combos estratégicos para cargar tu guitarra eléctrica y utilizar el truco musical final que hará bailar a todos los zombis al alrededor y recuerda mantente invicto en daño para así ganar una radio con power ups que salvarán tu racha ganadora la decisión está en tus manos y en tu cerebro la suerte está echada los zombies esperan en la oscuridad a qué esperas para desatar el rock el mejor antídoto contra los no muertos cómo lo harás ya tienes las pistas para lograrlo sigue rockeando dedos rápidos demuestra que eres un galán con tu chica y sobrevivan al apocalipsis zombie  zombie rockstar is a platform game with zombies and rock and roll in which you will travel through the city protecting your girlfriend and fighting against the cannibal zombie holocaust,Acción,0.0,0,0
Rise of Jericho,are you ready to lead your tribe of huntergatherers toward greatness and play your role in the rise of a legendary city unearth the foundations of our shared history and steer the course of human evolution in rise of jericho collect and manage your resources wiselyfood find different sources of food to make sure that all villagers can eatmud bricks everyone can make mud bricks from the ground and it can hold the strongest structures togetherstone mine stones and craft tools to advance your civilization to the next levelprogress throughout human history and unlock different inventions to boost your civilizationagriculture grow food constantly so nobody goes hungryclothing cover your villagers with better robes to protect themcrafting craft beer to share with your villagers as the hardworking days go byand much morewhen the goal is shared human beings are capable of fantastic collective achievements this was true in a pivotal moment in human history when societies transitioned from hunting and gathering to sedentarism during the neolithic revolution make the right decisions watch over your city and lead villagers to a new age in human civilizationgather resourcescraft and equip toolsbuild houses a tavern a temple and moreprotect the city from invasionsunlock inventions make history in this 2d sidescrolling indie that blends strategy and resource management build craft gather and manage resources watch over your city and lead villagers to a new age in human civilization,Estrategia,0.0,0,0
Mix the Forgotten,juegas como mix protagonista sin palabras que busca ayudar a todos los que pueda mientras tansicionan a un nuevo plano de existencia mix the forgotten es un juego de aventura narrativo con construcción acerca de hacer amigos en un mundo donde todo está hecho de cosas del mundo del hombredesde el juez martillo que parece haberse vuelto loco hasta un patito de goma deprimido mix es un viaje surreal a través de cinco zonas temáticas tu meta es hacer amistad con todo quien encuentres usando el poder de la construcción incluso las palabras se transforman y combinan para comunicarse con los demás en este extraño mundomix the forgotten ofrece a los jugadores un sistema de construcción único ya que no usa menús complejos simplemente lanzas las cosas que quieres combinar en el mixer e instantaneamente verás si los ingredientes y su ubicación pueden darte esa nueva herramienta que tanto deseaspero las herramientas no son lo único que estaremos creando las palabras son extremadamente poderosas en este mundo olvida los subtitulos este juego tiene supertitulos puedes tomar palabras y hacerlas realidad o simplemente agarrar las palabras de los demás y transformarlas para comunicarte mejor o incluso para poder ver algo entretenido en la televisión una aventura narrativa de puzles y construcción donde todo y todos son alguna cosa en el viaje surreal de mix the forgotten debes ayudar a tus nuevos amigos con el poder del crafting usándolo incluso para conversar y ayudarles a hacer sentido para alcanzar su destino final,Acción,0.0,0,0
Locuras en el Banaverso,locuras en el banaverso es un juego de plataformas para un jugador que combina acción y comedia con un estilo de dibujos animados y cuyo protagonista es el famoso youtuber el bananero quien presta su voz para darle vida al personaje y las frases más icónicastodo comienza cuando el personaje principal es secuestrado por santa claus y sus secuaces y escapa a través de un portal al multiverso a partir de ahí junto a su colega andrés di bono deberán recorrer los diferentes niveles del multiverso para escapar de un falso papá noel y sus secuacesel objetivo del juego es atravesar los distintos niveles del multiverso y encontrar la manera de regresar a casa para ello el bananero y andrés tienen que viajar por lugares cada vez más locos llenos de falsos secuaces de santa cada nivel tiene sus propios desafíos que combinan temas ambientales con comedia y acciónel juego tiene más de 11 niveles con una variedad de entornos cada uno de los cuales sigue el concepto de locura incluye lugares como un desage un nivel submarino un mundo donde los pasteles son del tamaño de edificios o incluso navegar por el multiverso con un jet packel juego presenta una variedad de enemigos y obstáculos diseñados dentro de la temática que el youtuber aborda en sus videos y ha trabajado con la creatividad de la compañía para ampliar el concepto de personajes y hacerlo aún más loco cuyos desafíos incluyen derrotar a santa claus quien usa un jetpack y una bazuca o una tarta gigante que dispara caramelos o un gorilaen cada nivel hay desafíos relacionados con la resolución de acertijos combinados con la batalla constante contra los secuaces de santa si bien es cierto que hay instrucciones y señales que te ayudarán a resolver los acertijos la presencia de enemigos al acecho hace que el juego sea más dinámico por lo que tus aliados te serán de gran utilidad durante tu viajelas armas en este juego van desde el uso de objetos arrojables guantes de boxeo desintegradores de energía y para recuperar la salud hemos incluido cosas como cerveza y salchichas dentro del juego encontraremos una variedad de personajes objetos disfraces y muchas otras sorpresas que se esconderán a nuestro alrededorel juego tiene muchas sorpresas en los niveles una de ellas son los skins que permiten al jugador disfrutar de una experiencia aún más divertida pensando que si mira con atención puede terminar jugando con el bananero vestido como lápiz de coloradvertencia este es un juego recomendado para público adulto todos los personajes aquí presentes son de ficción y cualquier parecido con la realidad es pura y mera coincidencia locuras en el banaverso es un juego de plataformas para un jugador que combina acción y comedia con un estilo de dibujos animados y cuyo protagonista es el famoso youtuber el bananero quien presta su voz para darle vida al personaje y las frases más icónicas,Acción,0.0,0,0
MENACE,lidera una fuerza de marines mercenarios y criminales en un sistema lejano al margen de los mundos primordiales en la lejana frontera el sistema antaño está bajo el yugo de piratas corporaciones de dudosa moral y gobiernos planetarios quebrantados que luchan por un nuevo orden comienza al mando de un destacamento de marines a bordo del crucero de ataque impetus rct aunque pronto te verás en la necesidad de unir a las gentes del lugar bajo tu liderazgo para derrotar a una amenaza desconocida despliega tanques caminantes mechas y pelotones de infantería con un amplio abanico de herramientas disponibles asegúrate de que tus tropas estén bien entrenadas planea las operaciones y enfréntate en batallas tácticas absolutamente letales los desarrolladores de battle brothers nos llevan al futuro distante en menace un juego de rol táctico por turnos que tiene lugar en un sistema aislado donde hay indicios de una nueva amenaza desconocida hasta el momento el destacamento del cuerpo de marines de la república ha venido a devolver la frontera al redil pero lo que tendría que ser una mera misión de pacificación se convertirá pronto en una amenaza que pondrá en jaque a todo el sistema tú eliges cómo encargarte de la situación empezarás a recibir llamadas de auxilio procedentes de múltiples planetas y tendrás que decidir a quién responder qué recursos emplear y cuándo actuar en función del nivel de preparación tus elecciones determinarán el modo en que te ven las facciones locales y tendrán un impacto directo en las relaciones y los favores que podrían llegar a estar dispuestas a hacerte darás prioridad a los criminales especialistas en obtener inteligencia hackear equipo enemigo y conseguir los mejores precios de los traficantes locales o los dejarás de lado con la idea de centrarte en los equipos de reparación y recuperación para seguir teniendo a tu alcance vehículos operativos y tecnología avanzada las comunicaciones se han caído así que estás en lo alto de la cadena de mando y los marines los mercenarios y los criminales acuden a ti en busca de respuestas una operación no se limita a un solo campo de batalla sino que se ramifica en diversas misiones en las que tendrás que combatir a lo largo y ancho de planetas enteros valora tus opciones a medida que progresas en una operación y elige de entre las misiones que tengas disponibles podrías encargarte de las defensas aéreas enemigas que te impiden desplegar tanques pero también podrías ir directamente a por tu objetivo y rescatar a los rehenes que necesitas para ganarte el apoyo de los lugareños progresa en las misiones hasta que logres completar la operación y avanzar en la gran campaña pero recuerda que cada una de las decisiones que tomes tendrá consecuencias trascendentales no solo con la operación en sí sino con el destino de todo el sistema el crucero de ataque impetus rct se ha convertido en tu base de operaciones que no solo te sirve para desplazarte de misión en misión sino que proporciona apoyo desde la órbita y un lugar en el que las tropas pueden tomarse un merecido descanso invierte en mejoras y personaliza tu cuartel móvil para que se adapte a tu estilo de juego busca oportunidades entre los aliados locales para comenzar con ventaja en la tarea que tienes en mano sin acceso alguno al arsenal naval estándar que tan bien conoces tendrás que valerte del mercado negro de la zona y de lo que rapiñes en combate para equipar a tus pelotones cada uno de los enfrentamientos servirá no solo para poner bajo control al fracturado sistema sino para obtener equipo nuevo con el que cumplir tu misión como la maquinaria de guerra improvisada de las facciones piratas o el armamento de alta calidad de los mercenarios locales cuando tu enemigo te supera en número y a veces en tecnología la muerte acecha en cada esquina además las condiciones climatológicas y la variedad de biomas harán que los enemigos humanos sean el menor de tus problemas durante los enfrentamientos en los múltiples campos de batalla por si fuera poco el algún lugar recóndito del planeta se oculta algo alienígena que se sirve de métodos impredecibles e implacables las batallas en menace no son coser y cantar tendrás que enfrentarte a enemigos despiadados y muy bien preparados que no dudarán en arrojarte una lluvia de plomo plasma y fuego así que prepárate para perder pelotones enteros a diestro y siniestro y para adaptarte a un campo de batalla que cambia en todo momento pacificar un sistema entero no es una labor exenta de riesgos y necesitarás demostrar pericia si quieres alzarte con la victoria flanquea al enemigo para neutralizar su cobertura o sácalos de ahí a base de artillería usa las protecciones para preparar ataques en pinza con los que mantener al enemigo acorralado y sin opciones defensivas no bajes la guardia aunque uses toda la información recabada en los informes para idear una estrategia cuidada los planes nunca sobreviven al primer contacto con el enemigo vigila el alcance efectivo de tus armas su daño de acuerdo con la distancia y su utilidad contra enemigos ligeros o blindados incluso más allá del alcance ideal todos los disparos afectan un poco al pelotón más cercano sea o no el objetivo que tenías en mente sin importar que sea aliado o enemigo el armamento pesado es más propenso a intimidar al enemigo que las armas pequeñas por lo que podrás adaptarte al enfoque que quieras tirando del arsenal disponible estudia al enemigo para decidirte entre usarlos de diana con tus francotiradores o emplear fuego de cobertura y recortar distancias con tus tropas llega a la batalla a bordo de una gama de vehículos con distintas fortalezas debilidades y armamento donde elegir transportadores de tropas sistemas mlrs camionetas adaptadas y mucho más la potencia de fuego de los tanques pesados es inmensa pero la libertad y rapidez que tienen los caminantes para girarse son cruciales a la hora de responder a las amenazas más veloces necesitarás pilotos selectos para desplegar tus vehículos y no saldrá barato traerás la artillería autopropulsada requisada a los mercenarios a expensas de privar a tu infantería de mejor equipo esta decisión podría hacer que perdieras un pelotón entero pero la potencia de fuego adicional podría ser lo que buscas para asegurar la victoria usa los recursos limitados antes de las misiones para que tus pelotones estén listos para la tarea los pelotones de infantería pueden cambiar su armadura para buscar el equilibrio entre la protección y los accesorios adicionales como drones granadas o marcadores de blancos hay una amplia variedad de armas con las que equipar a tus pelotones incluyendo las poderosas armas de especialistas lanzallamas fusiles de francotirador o cañones pem entre otras cada una de ellas tendrá ventajas pero también desventajas pike es el marine por excelencia leal a la república y un soldado profesional que no se amilana ante la adversidad rewa no puede dejar de revivir traumas pasados y sentir una furia latente lim le debe una a pike por salvar su colonia y además no se fía de quien no pertenezca a los marines tendrá que aprender a colaborar con ellos poco a poco en menace los líderes de pelotón tienen sus propias historias y personalidades por lo que como su comandante tu labor también está en mediar en los conflictos que puedan surgir cada uno de los líderes tiene sus propias expectativas y aspiraciones sin importar si pertenecen a tus leales marines o si son locales que has reclutado sus logros y fracasos en el campo de batalla irán dando forma a su liderazgo si hay múltiples eliminaciones enemigas confirmadas en una misión la moral podría reforzarse en los siguientes enfrentamientos pero si por el contrario es el equipo al completo el que perece el rendimiento del líder se verá afectado hasta que recupere la compostura decidirás ponerle a cargo de un pelotón que no da la talla solo porque necesitas filas numerosas o aceptarás dar de baja a sus integrantes para que tengan tiempo de recuperarse aunque eso pueda poner en riesgo la operación los líderes van mejorando con el tiempo y subiendo de rango lo que te permitirá personalizarlos y mejorar el desempeño del pelotón a su cargo mantenlos con vida y mejóralos mediante un árbol de ascensos lleno de habilidades activas y pasivas con las que enfrentarse al enemigo en cada partida se extrae una selección de personajes de una reserva descomunal descubre cómo se entrelazan sus trasfondos y prepárate para experimentar las combinaciones únicas de cada campaña las historias se irán desarrollando de forma inesperada a medida que vayas conociendo a tus líderes observa cómo se desmoronan bajo la presión de un cataclismo en ciernes y entrénalos lo mejor posible para luchar contra la amenaza gracias a la generación procedimental de operaciones compuestas por varias misiones y de mapas de batalla y junto a una gran selección de personajes y equipo cada partida de menace será diferente de la anterior enfréntate a un auténtico desafío que muestra distintas facetas con cada partida nueva y que pondrá a prueba tu pericia y tu capacidad para innovar lucha contra la amenaza alienígena en un juego de rol táctico de los creadores de battle brothers multitud de planetas piden auxilio prepara tu infantería tus tanques y tus mechas planifica tus misiones y ponlas en marcha en batallas por turnos llenas de detalle,Rol,2543763.2,4048,1
Tormented Souls 2,digital deluxe editiontormented souls 2 digital deluxe edition incluye el juego base y dos trajes únicos para caroline el traje clásico de caroline el traje de motera rebelde de carolineacerca del juegovuelve este galardonado clásico del género de terror y supervivenciatras los angustiosos sucesos ocurridos en el hospital wildberger caroline walker desea llevar una vida normal junto a su hermana anna sin embargo en los meses siguientes anna empieza a sufrir visiones cargadas de violencia y muerte que la llevan a crear dibujos inquietantes los cuales pronto empiezan a hacerse realidad de forma espeluznantecaroline desesperada por librar a su hermana de esta maldición viaja al remoto pueblo de villa hess y a una misteriosa clínica oculta en las montañas del sur de chile pero tras las cálidas sonrisas del personal del centro se esconde una repugnante verdad y las hermanas pronto se ven atrapadas en una nueva y aterradora pesadillavilla hess te da la bienvenidaexplora una gran variedad de ubicaciones inquietantes dentro del pueblo como el convento sombrío el centro comercial en ruinas y la escuela abandonadaaltera tu destinodomina tus poderes sobrenaturales para alternar entre realidades cambiar el pasado y reconfigurar el presente y buscar rutas alternativas en el otro ladolucha por sobrevivirreúne y modifica un arsenal de armas improvisadas como la clavadora o la motosierra y usa la nueva función de selección rápida para cambiar de equipo en mitad del combatepuzles que desafían la menteexamina manipula y combina objetos para descubrir información oculta y establece conexiones con el entorno para resolver puzles diseñados minuciosamentela muerte te rodeaenfréntate a nuevos enemigos letales desde los escurridizos horrores cortantes hasta las abominaciones acorazadas y usa tu ingenio para sobrevivir frente a jefes monstruososun velo de misteriodesvela los enigmas de una historia compleja llena de giros y revelaciones interactúa y colabora con otros personajes quienes tienen sus propios objetivos y secretos oscurosopciones de juego flexiblesrevive este clásico de los 90 con cámara fija guardado limitado y controles de tipo tanque o cambia al modo asistido para disfrutar de una experiencia más casual vuelve caroline walker en la secuela de este galardonado clásico del género de terror y supervivencia explora los restos decadentes de villa hess usa armas improvisadas contra criaturas aterradoras y altera la realidad para salvar a tu hermana de una retorcida secta,Acción,867571.2000000001,1329,1
Afterlife Gladiator,el juegolas almas de los muertos han quedado atrapadas en una dimensión similar al purgatorio donde se ven obligadas a luchar entre sí para tener la oportunidad de escapar sigue al grupo principal mientras afrontan peligros y enemigos exóticos hacen aliados y aprenden más sobre la verdadera naturaleza de la competencia en su búsqueda por recuperar su libertadcaracterísticas sistema de combate de batalla de tiempo activo bta 3 personajes principales con atributos destrezas y mejoras únicas para adaptarse a tu estrategia preferida juego enfocado en torno a la historia elige tus peleas en la arena mima a un dinosaurio demo disponible ahora guerreros criaturas misteriosas e incluso animales prehistóricos han quedado atrapados en una esfera más allá de la muerte donde una vez al año deben luchar entre sí en un torneo por equipos para obtener el premio máximo la libertad,Indie,0.0,0,0
PartySaur: Dino Mayhem,qué pasaría su juntamos a los terópodos y buscamos al más genial de todos escoge a tu dinosaurio favorito y averígualo compitiendo en diversión multijugador local y remote playsumérgete en la diversión ya sea en solitario o con amigos hasta 4 jugadores pueden disfrutar de la experiencia de multijugador local o mediante steam remote play descubre las emociones del modo puente del tesoro que ofrece una amplia variedad de nuestros minijuegosmodo puente del tesoroprepárate para la competencia definitiva enfréntate a tus amigos en una emocionante carrera hacia el magnífico tesoro solo un jugador hábil superará cada desafío de nuestros minijuegos construirá su puente primero y se coronará como el indiscutible vencedor tienes lo necesario para reclamar el tesorovariedad de minijuegosdesafía a tus amigos en una diversidad de emocionantes minijuegos que solo irán en aumento sobrevive a la gran lluvia de rocas en quoterupciónquot o esquiva los peligrosos triceratops en quotestampidaquot la diversión nunca se detiene en partysaur dino mayhem asi que ven y demuestra tu habilidad y destrezavariedad de personajesembárcate en las emocionantes aventuras de la isla colmillo con nuestros carismáticos tiernos y únicos personajes que tenemos para ti elige a tu favorito y únete a la competencia más salvaje y divertida que jamás hayas experimentado en partysaur dino mayhemestilos unicosexplora a tu dinosaurio interior y libera todo tu estilo quieres un patito como sombrero lo tenemos buscas un traje elegante para destacar entre tus amigos por supuesto en partysaur podrás encontrar eso y mucho más para personalizar tu experiencia y brillar en cada competencia partysaur dino mayhem es un juego casual de acción de 1  4 jugadores en multijugador local en donde los participantes se enfrentan en una gran variedad de minijuegos vence a tus compañeros y sé el campeón de partysaur,Acción,0.0,0,0
Abyss Odyssey,el desarrollador indie chileno ace team nos trae un juego de acción y aventura de desplazamiento lateral modernista con un complejo motor de lucha de niveles generados procesalmente que destina a sus tres guerreros a luchar toda la eternidad conoce a la osada katrien el torturado espectro monje fantasma y la etérea pincoya haz combos desencadena ataques y lanza ráfagas de golpes para sobrevivir a lo que se oculta abajo tu viaje hacia lo desconocido empieza con tres feroces guerreros pero cuando aprendas a poseer a tus enemigos podrás desafiar al abismo con sus destrezas y habilidades de combate  usa las habilidades disponibles e intenta entender el abismo infinito las dificultades para lograr esta gran tarea no terminan aquí los niveles de desplazamiento lateral no se repiten dos veces desde los monstruos a las ubicaciones de mercaderes salvavidas o encuentros únicos y tesoros que encontrarás abyss odyssey del desarrollador indie ace team es un juego de acción de desplazamiento lateral modernista con un complejo motor de lucha de niveles generados procesalmente que destina a sus guerreros a luchar toda la eternidad,Acción,341044.0,1265,1
